"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0006639","acylglycerol metabolic process","13/196","134/18870",1.44807418586801e-09,3.70410794589646e-08,2.89614837173602e-08,"APOA4/APOC3/APOA5/APOA2/APOH/MOGAT3/LIPC/APOB/PCK1/MTTP/CPS1/FGF21/AADAC",13
"BP","GO:0006638","neutral lipid metabolic process","13/196","135/18870",1.5879389042943e-09,4.01623648715335e-08,3.14019378826739e-08,"APOA4/APOC3/APOA5/APOA2/APOH/MOGAT3/LIPC/APOB/PCK1/MTTP/CPS1/FGF21/AADAC",13
"BP","GO:0071827","plasma lipoprotein particle organization","9/196","50/18870",2.03079170144329e-09,5.07923568883206e-08,3.97132599393355e-08,"NR1H4/APOA4/APOC3/APOA5/APOA2/LIPC/APOB/APOA1/MTTP",9
"BP","GO:0009063","amino acid catabolic process","12/196","113/18870",2.22489128685902e-09,5.503549765626e-08,4.30308644491416e-08,"DAO/AGXT/AGXT2/PRODH2/TAT/UROC1/HPD/MAT1A/ARG1/HAL/FTCD/OTC",12
"BP","GO:0015918","sterol transport","13/196","141/18870",2.717239374273e-09,6.64837590379186e-08,5.1981970638266e-08,"ABCG5/APOA4/APOC3/APOA5/APOA2/PON1/LIPC/APOB/APOA1/MTTP/SHH/ABCG8/CYP8B1",13
"BP","GO:0042572","retinol metabolic process","9/196","52/18870",2.92921082496326e-09,7.01448426549915e-08,5.4844479374849e-08,"CYP1A2/ADH1A/CYP2C18/CYP3A4/RDH16/ADH4/ADH6/ADH1C/CYP2C8",9
"BP","GO:0031640","killing of cells of another organism","11/196","92/18870",2.96035542080151e-09,7.01448426549915e-08,5.4844479374849e-08,"C9/HRG/CFHR2/MBL2/CFHR5/C8A/C8B/HAMP/F2/C6/ARG1",11
"BP","GO:0141061","disruption of cell in another organism","11/196","92/18870",2.96035542080151e-09,7.01448426549915e-08,5.4844479374849e-08,"C9/HRG/CFHR2/MBL2/CFHR5/C8A/C8B/HAMP/F2/C6/ARG1",11
"BP","GO:0071825","protein-lipid complex organization","9/196","53/18870",3.49694537612738e-09,8.19960837673202e-08,6.4110665229002e-08,"NR1H4/APOA4/APOC3/APOA5/APOA2/LIPC/APOB/APOA1/MTTP",9
"BP","GO:0033344","cholesterol efflux","10/196","73/18870",4.08929743977963e-09,9.48969952262263e-08,7.41975617939397e-08,"ABCG5/APOA4/APOC3/APOA5/APOA2/PON1/APOB/APOA1/SHH/ABCG8",10
"BP","GO:0141060","disruption of anatomical structure in another organism","11/196","99/18870",6.51739554925889e-09,1.49700585524304e-07,1.17047103741792e-07,"C9/HRG/CFHR2/MBL2/CFHR5/C8A/C8B/HAMP/F2/C6/ARG1",11
"BP","GO:1901616","organic hydroxy compound catabolic process","9/196","57/18870",6.84952987808513e-09,1.5574032076333e-07,1.21769420054847e-07,"FGF23/HAO1/CYP4F3/SULT2A1/CYP4A11/CYP4F2/AKR1D1/CYP3A4/ADH4",9
"BP","GO:0050892","intestinal absorption","8/196","41/18870",8.3654033795603e-09,1.88305230073902e-07,1.47231099480261e-07,"FABP1/ABCG5/APOA4/APOA2/HAMP/APOA1/ABCG8/CYP8B1",8
"BP","GO:0050996","positive regulation of lipid catabolic process","7/196","27/18870",8.72626558520285e-09,1.94483404280115e-07,1.52061657722347e-07,"FABP1/APOA4/APOA5/APOA2/FGF21/ANGPTL3/AADAC",7
"BP","GO:0009064","glutamine family amino acid metabolic process","10/196","79/18870",8.98415336455211e-09,1.98267933564772e-07,1.55020685505997e-07,"NR1H4/DAO/PRODH2/TAT/UROC1/CPS1/ARG1/HAL/FTCD/OTC",10
"BP","GO:0030301","cholesterol transport","12/196","128/18870",9.32776136107178e-09,2.03852338094879e-07,1.5938699024744e-07,"ABCG5/APOA4/APOC3/APOA5/APOA2/PON1/LIPC/APOB/APOA1/SHH/ABCG8/CYP8B1",12
"BP","GO:0030194","positive regulation of blood coagulation","7/196","28/18870",1.15332098305169e-08,2.47250050747557e-07,1.93318564778187e-07,"HRG/PLG/APOH/CPB2/VTN/F2/SERPINF2",7
"BP","GO:1900048","positive regulation of hemostasis","7/196","28/18870",1.15332098305169e-08,2.47250050747557e-07,1.93318564778187e-07,"HRG/PLG/APOH/CPB2/VTN/F2/SERPINF2",7
"BP","GO:0050994","regulation of lipid catabolic process","9/196","61/18870",1.2739353360509e-08,2.70530985042508e-07,2.11521338815999e-07,"FABP1/APOA4/APOC3/APOA5/APOA2/ABCB11/FGF21/ANGPTL3/AADAC",9
"BP","GO:0030299","intestinal cholesterol absorption","6/196","18/18870",1.94632812491208e-08,4.06104556943934e-07,3.17522887703831e-07,"ABCG5/APOA4/APOA2/APOA1/ABCG8/CYP8B1",6
"BP","GO:0050820","positive regulation of coagulation","7/196","30/18870",1.94843590181896e-08,4.06104556943934e-07,3.17522887703831e-07,"HRG/PLG/APOH/CPB2/VTN/F2/SERPINF2",7
"BP","GO:0046503","glycerolipid catabolic process","9/196","65/18870",2.26579642810567e-08,4.67918143088612e-07,3.65853368207889e-07,"APOA4/APOC3/APOA5/APOA2/LIPC/APOB/CPS1/FGF21/AADAC",9
"BP","GO:0072376","protein activation cascade","6/196","19/18870",2.82011541326372e-08,5.77098163205149e-07,4.51218466122196e-07,"APOH/FGA/F13B/FGG/FGB/KLKB1",6
"BP","GO:0043086","negative regulation of catalytic activity","21/196","480/18870",3.0681129389185e-08,6.22191191486986e-07,4.8647556508978e-07,"APCS/AHSG/HRG/FABP1/KNG1/SERPINA7/APOC3/APOA2/SERPIND1/SERPINA10/FETUB/VTN/SERPINA6/SERPINA4/FOXA2/ANGPTL3/HP/SERPINA1/SERPINF2/SERPINA11/GCKR",21
"BP","GO:0097006","regulation of plasma lipoprotein particle levels","10/196","91/18870",3.59819572873506e-08,7.23173087980591e-07,5.65430757372652e-07,"NR1H4/APOA4/APOC3/APOA5/APOA2/LIPC/APOB/APOA1/MTTP/FGF21",10
"BP","GO:0015718","monocarboxylic acid transport","13/196","179/18870",4.85157810716372e-08,9.66451532674826e-07,7.55644023770633e-07,"PLA2G12B/SLC22A7/FABP1/NR0B2/CYP4A11/CYP4F2/SLC22A9/ABCB11/SLCO1B3/SLC22A1/SLCO1B1/UGT1A3/AKR1C4",13
"BP","GO:0038183","bile acid signaling pathway","5/196","11/18870",5.04540572960595e-08,9.96246341872192e-07,7.78939831939164e-07,"NR1H4/ABCG5/ABCB11/ABCG8/CYP8B1",5
"BP","GO:1905952","regulation of lipid localization","13/196","183/18870",6.2990649137018e-08,1.23297348876024e-06,9.64030804183927e-07,"ABCG5/CRP/APOA4/CYP4A11/CYP4F2/APOC3/APOA2/PON1/APOB/APOA1/SHH/ABCG8/CYP8B1",13
"BP","GO:0044241","lipid digestion","6/196","22/18870",7.55656572421318e-08,1.45383157651315e-06,1.13671416022352e-06,"ABCG5/APOA4/APOA2/APOA1/ABCG8/CYP8B1",6
"BP","GO:0098856","intestinal lipid absorption","6/196","22/18870",7.55656572421318e-08,1.45383157651315e-06,1.13671416022352e-06,"ABCG5/APOA4/APOA2/APOA1/ABCG8/CYP8B1",6
"BP","GO:0044058","regulation of digestive system process","7/196","37/18870",9.26604616229647e-08,1.76761609418045e-06,1.382054342851e-06,"ABCG5/APOA4/APOA2/HAMP/APOA1/ABCG8/CYP8B1",7
"BP","GO:0002455","humoral immune response mediated by circulating immunoglobulin","8/196","55/18870",9.41443508856066e-08,1.78083137683614e-06,1.39238703830813e-06,"C9/MBL2/C8A/C8B/C4BPA/C6/HPX/C4BPB",8
"BP","GO:0072329","monocarboxylic acid catabolic process","11/196","131/18870",1.22931557227255e-07,2.30599112765459e-06,1.80299617266641e-06,"FABP1/HAO1/CYP4F3/SULT2A1/AGXT/CYP4A11/CYP4F2/AGXT2/AKR1D1/ABCB11/PCK1",11
"BP","GO:0006787","porphyrin-containing compound catabolic process","5/196","13/18870",1.38191945681585e-07,2.48856055783398e-06,1.94574259519672e-06,"UGT1A4/UGT1A1/SLCO1B3/SLCO1B1/AMBP",5
"BP","GO:0010896","regulation of triglyceride catabolic process","5/196","13/18870",1.38191945681585e-07,2.48856055783398e-06,1.94574259519672e-06,"APOA4/APOC3/APOA5/FGF21/AADAC",5
"BP","GO:0019627","urea metabolic process","5/196","13/18870",1.38191945681585e-07,2.48856055783398e-06,1.94574259519672e-06,"NR1H4/CYP2C9/CPS1/ARG1/OTC",5
"BP","GO:0033015","tetrapyrrole catabolic process","5/196","13/18870",1.38191945681585e-07,2.48856055783398e-06,1.94574259519672e-06,"UGT1A4/UGT1A1/SLCO1B3/SLCO1B1/AMBP",5
"BP","GO:0071941","nitrogen cycle metabolic process","5/196","13/18870",1.38191945681585e-07,2.48856055783398e-06,1.94574259519672e-06,"NR1H4/CYP2C9/CPS1/ARG1/OTC",5
"BP","GO:0032371","regulation of sterol transport","9/196","80/18870",1.43750197733293e-07,2.54788736297356e-06,1.99212872449288e-06,"ABCG5/APOA4/APOC3/APOA2/PON1/APOA1/SHH/ABCG8/CYP8B1",9
"BP","GO:0032374","regulation of cholesterol transport","9/196","80/18870",1.43750197733293e-07,2.54788736297356e-06,1.99212872449288e-06,"ABCG5/APOA4/APOC3/APOA2/PON1/APOA1/SHH/ABCG8/CYP8B1",9
"BP","GO:0009746","response to hexose","13/196","198/18870",1.58411696283484e-07,2.78581819011034e-06,2.17816082389791e-06,"SLC2A2/HNF4A/NR0B2/NR1H4/APOA2/HNF1B/CPB2/GYS2/PCK1/PKLR/FOXA2/FGF21/GCKR",13
"BP","GO:0006633","fatty acid biosynthetic process","12/196","168/18870",1.93341200347058e-07,3.37372900760642e-06,2.63783343109164e-06,"CYP1A2/ACSM2B/CYP2C9/APOA4/APOC3/APOA5/ACSM2A/LIPC/CYP3A4/CYP2E1/ACSM5/CYP2C8",12
"BP","GO:0033700","phospholipid efflux","5/196","14/18870",2.13154449773582e-07,3.69085128031025e-06,2.88578332001157e-06,"APOA4/APOC3/APOA5/APOA2/APOA1",5
"BP","GO:0006958","complement activation, classical pathway","7/196","42/18870",2.32381397727104e-07,3.99305745254741e-06,3.12207068702063e-06,"C9/MBL2/C8A/C8B/C4BPA/C6/C4BPB",7
"BP","GO:0009914","hormone transport","16/196","319/18870",2.38133079753936e-07,4.0608906251978e-06,3.17510773005248e-06,"SLC2A2/HNF4A/FGF23/NR0B2/NR1H4/SERPINA7/HNF1B/SLC17A4/SLC22A9/FGA/F2/SLCO1B1/FGG/FGB/FOXA2/HNF1A",16
"BP","GO:0034284","response to monosaccharide","13/196","206/18870",2.50560726425552e-07,4.24069319687155e-06,3.31569081585692e-06,"SLC2A2/HNF4A/NR0B2/NR1H4/APOA2/HNF1B/CPB2/GYS2/PCK1/PKLR/FOXA2/FGF21/GCKR",13
"BP","GO:0034377","plasma lipoprotein particle assembly","6/196","27/18870",2.87101267766526e-07,4.82287278912276e-06,3.77088232290362e-06,"APOA4/APOC3/APOA2/APOB/APOA1/MTTP",6
"BP","GO:0045834","positive regulation of lipid metabolic process","11/196","145/18870",3.45544353644202e-07,5.76163214854147e-06,4.50487453639848e-06,"FABP1/NR1H4/APOA4/APOA5/APOA2/APOA1/F2/PCK1/FGF21/ANGPTL3/AADAC",11
"BP","GO:0051873","killing by host of symbiont cells","6/196","28/18870",3.62256192658165e-07,5.99587271818772e-06,4.68802131675273e-06,"HRG/CFHR2/MBL2/CFHR5/F2/ARG1",6
"BP","GO:0034375","high-density lipoprotein particle remodeling","5/196","16/18870",4.57264500685448e-07,7.40505317297081e-06,5.78982389357114e-06,"APOA4/APOC3/APOA2/LIPC/APOA1",5
"BP","GO:0051004","regulation of lipoprotein lipase activity","5/196","16/18870",4.57264500685448e-07,7.40505317297081e-06,5.78982389357114e-06,"APOA4/APOC3/APOA5/APOH/ANGPTL3",5
"BP","GO:0072378","blood coagulation, fibrin clot formation","5/196","16/18870",4.57264500685448e-07,7.40505317297081e-06,5.78982389357114e-06,"APOH/FGA/F13B/FGG/FGB",5
"BP","GO:1901606","alpha-amino acid catabolic process","9/196","93/18870",5.30875539764781e-07,8.53572028578944e-06,6.67386392847153e-06,"DAO/AGXT/AGXT2/PRODH2/TAT/HPD/MAT1A/ARG1/OTC",9
"BP","GO:0065005","protein-lipid complex assembly","6/196","30/18870",5.61162089018434e-07,8.95869405943614e-06,7.00457643030102e-06,"APOA4/APOC3/APOA2/APOB/APOA1/MTTP",6
"BP","GO:0032368","regulation of lipid transport","11/196","153/18870",5.92666356844842e-07,9.39501386801225e-06,7.34572385948537e-06,"ABCG5/APOA4/CYP4A11/CYP4F2/APOC3/APOA2/PON1/APOA1/SHH/ABCG8/CYP8B1",11
"BP","GO:0019216","regulation of lipid metabolic process","16/196","342/18870",6.04521432161255e-07,9.5159282782866e-06,7.44026378044621e-06,"HNF4A/FABP1/NR1H4/APOA4/UGT1A1/APOC3/APOA5/APOA2/ABCB11/APOB/APOA1/F2/PCK1/FGF21/ANGPTL3/AADAC",16
"BP","GO:0006544","glycine metabolic process","5/196","17/18870",6.42337898701335e-07,1.00409903470605e-05,7.85079653968299e-06,"HAO1/BAAT/GLYAT/AGXT/AGXT2",5
"BP","GO:0032102","negative regulation of response to external stimulus","19/196","481/18870",6.87106591705817e-07,1.06667375029641e-05,8.34005242346371e-06,"APCS/HRG/NR1H4/F11/PLG/KNG1/APOH/CPB2/HAMP/PROC/FGA/APOA1/VTN/F2/FGG/FGB/ARG1/SERPINF2/KLKB1",19
"BP","GO:0008206","bile acid metabolic process","7/196","50/18870",8.02057316604565e-07,1.23659658881978e-05,9.6686361453701e-06,"NR1H4/BAAT/SULT2A1/AKR1D1/ABCB11/AKR1C4/CYP8B1",7
"BP","GO:0046942","carboxylic acid transport","16/196","351/18870",8.52143246397364e-07,1.30488057662617e-05,1.02025313854378e-05,"PLA2G12B/SLC22A7/FABP1/NR0B2/AGXT/CYP4A11/SLC13A5/CYP4F2/SLC22A9/ABCB11/SLCO1B3/SLC38A4/SLC22A1/SLCO1B1/UGT1A3/AKR1C4",16
"BP","GO:0009749","response to glucose","12/196","193/18870",8.59705313159199e-07,1.30756531075767e-05,1.02235226429743e-05,"SLC2A2/HNF4A/NR0B2/NR1H4/APOA2/HNF1B/CPB2/GYS2/PCK1/PKLR/FOXA2/FGF21",12
"BP","GO:0009743","response to carbohydrate","13/196","230/18870",8.80372945369177e-07,1.32759079570596e-05,1.0380096847812e-05,"SLC2A2/HNF4A/NR0B2/NR1H4/APOA2/HNF1B/CPB2/GYS2/PCK1/PKLR/FOXA2/FGF21/GCKR",13
"BP","GO:0015849","organic acid transport","16/196","352/18870",8.84667344983978e-07,1.32759079570596e-05,1.0380096847812e-05,"PLA2G12B/SLC22A7/FABP1/NR0B2/AGXT/CYP4A11/SLC13A5/CYP4F2/SLC22A9/ABCB11/SLCO1B3/SLC38A4/SLC22A1/SLCO1B1/UGT1A3/AKR1C4",16
"BP","GO:0006536","glutamate metabolic process","6/196","33/18870",1.0199511370847e-06,1.52047020501832e-05,1.1888172193835e-05,"NR1H4/PRODH2/TAT/UROC1/HAL/FTCD",6
"BP","GO:0010038","response to metal ion","16/196","359/18870",1.14559138399585e-06,1.6965303982728e-05,1.32647423410045e-05,"CYP1A2/FGF23/SLC13A5/TAT/TF/MT1H/HAMP/SLC30A10/FGA/MTTP/CPS1/FGG/FGB/SHH/PKLR/OTC",16
"BP","GO:0006778","porphyrin-containing compound metabolic process","7/196","53/18870",1.20561561059808e-06,1.77375211729169e-05,1.3868519442174e-05,"CYP1A2/UGT1A4/UGT1A1/SLCO1B3/SLCO1B1/AMBP/HPX",7
"BP","GO:0120009","intermembrane lipid transfer","7/196","54/18870",1.37308660807362e-06,2.00702464595696e-05,1.56924183779842e-05,"ABCG5/APOA4/APOA2/APOB/APOA1/MTTP/ABCG8",7
"BP","GO:0034381","plasma lipoprotein particle clearance","7/196","55/18870",1.5595990205802e-06,2.23545056271e-05,1.74784228803625e-05,"NR1H4/APOC3/APOA2/LIPC/APOB/APOA1/FGF21",7
"BP","GO:0042359","vitamin D metabolic process","5/196","20/18870",1.56908569039618e-06,2.23545056271e-05,1.74784228803625e-05,"FGF23/UGT1A4/GC/CYP3A4/UGT1A3",5
"BP","GO:0043605","amide catabolic process","5/196","20/18870",1.56908569039618e-06,2.23545056271e-05,1.74784228803625e-05,"PRODH2/GDA/UROC1/HAL/FTCD",5
"BP","GO:0043691","reverse cholesterol transport","5/196","20/18870",1.56908569039618e-06,2.23545056271e-05,1.74784228803625e-05,"APOA4/APOC3/APOA2/LIPC/APOA1",5
"BP","GO:0042440","pigment metabolic process","8/196","81/18870",1.97518449256753e-06,2.79631464954058e-05,2.18636774020054e-05,"UGT1A9/UGT1A4/UGT1A1/SLCO1B3/SLCO1B1/AMBP/HPX/UGT1A7",8
"BP","GO:0052548","regulation of endopeptidase activity","14/196","288/18870",1.99806145028722e-06,2.81102270287283e-05,2.19786759531594e-05,"AHSG/HRG/FABP1/KNG1/SERPINA7/SERPIND1/SERPINA10/FETUB/VTN/SERPINA6/SERPINA4/SERPINA1/SERPINF2/SERPINA11",14
"BP","GO:0006067","ethanol metabolic process","5/196","21/18870",2.04210170839715e-06,2.85513723329316e-05,2.23235963153974e-05,"SULT2A1/ADH1A/ADH4/ADH6/ADH1C",5
"BP","GO:0006699","bile acid biosynthetic process","6/196","37/18870",2.06818446743398e-06,2.87375508407031e-05,2.2469164584468e-05,"NR1H4/BAAT/AKR1D1/ABCB11/AKR1C4/CYP8B1",6
"BP","GO:0009069","serine family amino acid metabolic process","6/196","40/18870",3.32742803977808e-06,4.59119530981515e-05,3.58973955809625e-05,"HAO1/BAAT/DAO/GLYAT/AGXT/AGXT2",6
"BP","GO:0046486","glycerolipid metabolic process","16/196","390/18870",3.34498458822605e-06,4.59119530981515e-05,3.58973955809625e-05,"NR1H4/APOA4/APOC3/APOA5/APOA2/APOH/MOGAT3/PON1/LIPC/APOB/APOA1/PCK1/MTTP/CPS1/FGF21/AADAC",16
"BP","GO:0015747","urate transport","4/196","11/18870",3.51871574866997e-06,4.73491139303688e-05,3.70210753076184e-05,"SLC17A1/SLC17A3/SLC17A4/SLC17A2",4
"BP","GO:0042167","heme catabolic process","4/196","11/18870",3.51871574866997e-06,4.73491139303688e-05,3.70210753076184e-05,"UGT1A4/SLCO1B3/SLCO1B1/AMBP",4
"BP","GO:0046149","pigment catabolic process","4/196","11/18870",3.51871574866997e-06,4.73491139303688e-05,3.70210753076184e-05,"UGT1A4/SLCO1B3/SLCO1B1/AMBP",4
"BP","GO:0033013","tetrapyrrole metabolic process","7/196","62/18870",3.55486461760654e-06,4.73491139303688e-05,3.70210753076184e-05,"CYP1A2/UGT1A4/UGT1A1/SLCO1B3/SLCO1B1/AMBP/HPX",7
"BP","GO:0090303","positive regulation of wound healing","7/196","62/18870",3.55486461760654e-06,4.73491139303688e-05,3.70210753076184e-05,"HRG/PLG/APOH/CPB2/VTN/F2/SERPINF2",7
"BP","GO:0048732","gland development","17/196","443/18870",4.01048461468948e-06,5.31035345156825e-05,4.15203113050205e-05,"UGT1A9/BAAT/UGT1A1/HNF1B/SERPINA10/FGL1/CPB2/APOA1/VTN/PCK1/CPS1/ONECUT1/SHH/UPB1/HNF1A/OTC/UGT1A7",17
"BP","GO:0031100","animal organ regeneration","7/196","64/18870",4.41239910194559e-06,5.80836864238569e-05,4.54141661954634e-05,"NR0B2/BAAT/UGT1A1/APOA2/SERPINA10/CPB2/VTN",7
"BP","GO:0052547","regulation of peptidase activity","14/196","312/18870",5.05596630403767e-06,6.61684892464465e-05,5.17354691575948e-05,"AHSG/HRG/FABP1/KNG1/SERPINA7/SERPIND1/SERPINA10/FETUB/VTN/SERPINA6/SERPINA4/SERPINA1/SERPINF2/SERPINA11",14
"BP","GO:0007584","response to nutrient","10/196","155/18870",5.17038875651547e-06,6.72748271151232e-05,5.26004867714868e-05,"FGF23/NR1H4/ABCG5/GCGR/UGT1A1/F5/PKLR/FOXA2/ABCG8/OTC",10
"BP","GO:0031099","regeneration","11/196","191/18870",5.20520216976641e-06,6.73385637019781e-05,5.26503207976373e-05,"NR0B2/BAAT/APOA4/UGT1A1/APOA5/APOA2/SERPINA10/CPB2/TM4SF4/VTN/IGFBP1",11
"BP","GO:0071377","cellular response to glucagon stimulus","4/196","12/18870",5.23519172811947e-06,6.73395233142682e-05,5.26510710942302e-05,"GCGR/PCK1/CPS1/FGF21",4
"BP","GO:1905953","negative regulation of lipid localization","7/196","66/18870",5.43560400600075e-06,6.95201398722028e-05,5.43560400600075e-05,"ABCG5/CRP/CYP4F2/APOC3/APOA2/SHH/ABCG8",7
"BP","GO:0006775","fat-soluble vitamin metabolic process","6/196","45/18870",6.76274196815457e-06,8.60052664989601e-05,6.72453438641359e-05,"FGF23/UGT1A4/GC/CYP4F2/CYP3A4/UGT1A3",6
"BP","GO:0009812","flavonoid metabolic process","4/196","13/18870",7.50052496475855e-06,9.4852144357705e-05,7.41624940335677e-05,"UGT1A9/UGT1A1/UGT1A3/UGT1A7",4
"BP","GO:0042759","long-chain fatty acid biosynthetic process","5/196","28/18870",9.29695012714662e-06,0.000116913043219034,9.1411353205464e-05,"CYP1A2/CYP2C9/CYP3A4/CYP2E1/CYP2C8",5
"BP","GO:0032369","negative regulation of lipid transport","6/196","48/18870",9.92873717723656e-06,0.000124164374366442,9.70809857329797e-05,"ABCG5/CYP4F2/APOC3/APOA2/SHH/ABCG8",6
"BP","GO:0016485","protein processing","12/196","245/18870",1.0152575044688e-05,0.000126262134948026,9.87211717052539e-05,"CPN1/F11/F9/APOH/MASP1/CPB2/FGA/FGG/FGB/SHH/SERPINF2/KLKB1",12
"BP","GO:0070989","oxidative demethylation","4/196","14/18870",1.04154731707525e-05,0.000128819945644857,0.000100721059233651,"CYP1A2/CYP2C9/CYP3A4/CYP2C8",4
"BP","GO:0015721","bile acid and bile salt transport","5/196","29/18870",1.113947587384e-05,0.000136662514857797,0.000106852965859495,"NR0B2/ABCB11/SLCO1B3/SLCO1B1/AKR1C4",5
"BP","GO:0007586","digestion","9/196","134/18870",1.11709918853108e-05,0.000136662514857797,0.000106852965859495,"FABP1/ABCG5/APOA4/APOA2/AKR1D1/HAMP/APOA1/ABCG8/CYP8B1",9
"BP","GO:0022600","digestive system process","8/196","103/18870",1.20188771246661e-05,0.000146240499500667,0.000114341749942769,"FABP1/ABCG5/APOA4/APOA2/HAMP/APOA1/ABCG8/CYP8B1",8
"BP","GO:0008652","amino acid biosynthetic process","7/196","77/18870",1.52445538707612e-05,0.000183505298198308,0.000143478154077753,"HAO1/AGXT/AGXT2/BHMT/CPS1/UPB1/OTC",7
"BP","GO:1903036","positive regulation of response to wounding","7/196","77/18870",1.52445538707612e-05,0.000183505298198308,0.000143478154077753,"HRG/PLG/APOH/CPB2/VTN/F2/SERPINF2",7
"BP","GO:0032372","negative regulation of sterol transport","5/196","31/18870",1.56715395834396e-05,0.000186648865620754,0.000145936029983352,"ABCG5/APOC3/APOA2/SHH/ABCG8",5
"BP","GO:0032375","negative regulation of cholesterol transport","5/196","31/18870",1.56715395834396e-05,0.000186648865620754,0.000145936029983352,"ABCG5/APOC3/APOA2/SHH/ABCG8",5
"BP","GO:0034374","low-density lipoprotein particle remodeling","4/196","16/18870",1.86310866162666e-05,0.000219573696194849,0.00017167912274675,"APOA2/LIPC/APOB/MTTP",4
"BP","GO:0055091","phospholipid homeostasis","4/196","16/18870",1.86310866162666e-05,0.000219573696194849,0.00017167912274675,"HNF4A/ABCB11/APOA1/ANGPTL3",4
"BP","GO:0001906","cell killing","11/196","223/18870",2.23905662088239e-05,0.000262506065291993,0.000205246856914219,"C9/HRG/CFHR2/MBL2/CFHR5/C8A/C8B/HAMP/F2/C6/ARG1",11
"BP","GO:0008228","opsonization","4/196","17/18870",2.41660862216713e-05,0.000281854197331513,0.000220374672280526,"CRP/MBL2/C4BPA/C4BPB",4
"BP","GO:0042180","cellular ketone metabolic process","11/196","226/18870",2.53318256149849e-05,0.000293927522986243,0.000229814500424606,"FABP1/NR1H4/APOA4/CYP4F2/APOC3/CYP2B6/APOA5/BHMT/ABCB11/ADH4/AKR1C4",11
"BP","GO:0015908","fatty acid transport","8/196","116/18870",2.8630795880991e-05,0.000330502161682619,0.000258411285900226,"PLA2G12B/SLC22A7/FABP1/CYP4A11/CYP4F2/SLC22A9/SLC22A1/SLCO1B1",8
"BP","GO:0015748","organophosphate ester transport","9/196","152/18870",3.05887785926009e-05,0.000351302758224207,0.000274674746545804,"APOA4/APOC3/SLC17A3/APOA5/APOA2/SLC25A47/APOA1/MTTP/ABCG8",9
"BP","GO:0006957","complement activation, alternative pathway","4/196","18/18870",3.08187094109317e-05,0.000352146776060951,0.000275334662757563,"C9/CFHR5/C8A/C8B",4
"BP","GO:0035592","establishment of protein localization to extracellular region","14/196","369/18870",3.31206764126964e-05,0.000376538599015048,0.000294406012557301,"SLC2A2/HNF4A/NR0B2/NR1H4/HNF1B/AFM/FGA/F2/MTTP/FGG/FGB/FOXA2/HNF1A/MIA2",14
"BP","GO:0051702","biological process involved in interaction with symbiont","8/196","121/18870",3.87981999479511e-05,0.000438868080818281,0.000343139858836151,"APCS/HRG/CFHR2/PLG/MBL2/CFHR5/F2/ARG1",8
"BP","GO:0071692","protein localization to extracellular region","14/196","377/18870",4.18224822517012e-05,0.000470712037742897,0.000368037843814971,"SLC2A2/HNF4A/NR0B2/NR1H4/HNF1B/AFM/FGA/F2/MTTP/FGG/FGB/FOXA2/HNF1A/MIA2",14
"BP","GO:0030072","peptide hormone secretion","11/196","241/18870",4.55968776095829e-05,0.000510639659199857,0.000399256241755552,"SLC2A2/HNF4A/NR0B2/NR1H4/HNF1B/FGA/F2/FGG/FGB/FOXA2/HNF1A",11
"BP","GO:0071715","icosanoid transport","6/196","63/18870",4.83137498469298e-05,0.000538387380719995,0.000420951483814834,"PLA2G12B/SLC22A7/CYP4A11/CYP4F2/SLC22A1/SLCO1B1",6
"BP","GO:0002790","peptide secretion","11/196","246/18870",5.49051249221038e-05,0.000608824808865298,0.000476024728388683,"SLC2A2/HNF4A/NR0B2/NR1H4/HNF1B/FGA/F2/FGG/FGB/FOXA2/HNF1A",11
"BP","GO:0043648","dicarboxylic acid metabolic process","7/196","94/18870",5.59333926572496e-05,0.000617186602311122,0.000482562603317448,"NR1H4/PRODH2/TAT/UROC1/PCK1/HAL/FTCD",7
"BP","GO:0031667","response to nutrient levels","16/196","495/18870",6.26240389045057e-05,0.000687642495483133,0.000537650285228927,"SLC39A5/FGF23/NR1H4/ABCG5/GCGR/UGT1A1/F5/ALB/PCK1/CPS1/PKLR/FOXA2/FGF21/ABCG8/OTC/CYP8B1",16
"BP","GO:0042593","glucose homeostasis","11/196","251/18870",6.58016496660661e-05,0.000715553204822777,0.000559472963344331,"SLC2A2/HNF4A/NR1H4/GCGR/ACSM2A/CPB2/PCK1/FOXA2/FGF21/HNF1A/GCKR",11
"BP","GO:1901617","organic hydroxy compound biosynthetic process","11/196","251/18870",6.58016496660661e-05,0.000715553204822777,0.000559472963344331,"NR1H4/BAAT/DAO/AKR1D1/ABCB11/APOB/CYP3A4/APOA1/PCK1/AKR1C4/CYP8B1",11
"BP","GO:0033500","carbohydrate homeostasis","11/196","252/18870",6.81902811920661e-05,0.000737963091169908,0.00057699468700979,"SLC2A2/HNF4A/NR1H4/GCGR/ACSM2A/CPB2/PCK1/FOXA2/FGF21/HNF1A/GCKR",11
"BP","GO:0033762","response to glucagon","4/196","22/18870",7.13136956059305e-05,0.000764414899090236,0.000597676686983036,"GCGR/PCK1/CPS1/FGF21",4
"BP","GO:0090208","positive regulation of triglyceride metabolic process","4/196","22/18870",7.13136956059305e-05,0.000764414899090236,0.000597676686983036,"APOA4/APOA5/FGF21/AADAC",4
